Primary_Key,DBN,Subgroup,n_count_ccr,ccr_rate,n_count_graduation_rate,graduation_rate,n_count_hs_persistence_rate,hs_persistence_rate,n_count_90pct_attendance,90pct_attendance_rate,n_count_enrollment,enrollment_rate,readiness_gap
10X141_White,10X141,White,30,0.007859999999999999,30,0.967,30,0.967,,,42,0.69,0.18100000000000005
10X213_Asian,10X213,Asian,2,,2,,2,,15,0.4,2,,
10X213_Black,10X213,Black,33,0.004079999999999999,33,0.909,33,0.909,89,0.551,23,0.739,0.5010000000000001
10X213_Hispanic or Latinx,10X213,Hispanic,66,0.0032,66,0.879,66,0.909,220,0.391,54,0.37,0.5589999999999999
10X213_White,10X213,White,4,,4,,4,,,,5,,
10X225_Asian,10X225,Asian,,,,,,,,,2,,
10X225_Black,10X225,Black,27,0.00394,27,0.815,27,0.889,89,0.371,23,0.609,0.421
10X225_Hispanic or Latinx,10X225,Hispanic,65,0.00451,65,0.862,65,0.862,240,0.475,59,0.61,0.411
10X225_White,10X225,White,1,,1,,1,,,,,,
10X228_Asian,10X228,Asian,,,,,,,6,,,,
10X228_Black,10X228,Black,,,,,,,19,0.632,,,
10X228_Hispanic or Latinx,10X228,Hispanic,,,,,,,110,0.782,,,
10X228_White,10X228,White,,,,,,,,,,,
10X237_Asian,10X237,Asian,,,,,,,2,,2,,
10X237_Black,10X237,Black,17,0.0037099999999999998,17,0.882,17,1.0,78,0.59,22,0.773,0.511
10X237_Hispanic or Latinx,10X237,Hispanic,50,0.00308,50,0.7,50,0.9,193,0.518,39,0.59,0.39199999999999996
10X237_White,10X237,White,1,,1,,1,,,,1,,
10X243_Asian,10X243,Asian,1,,1,,1,,2,,,,
10X243_Black,10X243,Black,17,0.0037799999999999995,17,0.882,17,0.941,59,0.525,17,0.412,0.504
10X243_Hispanic or Latinx,10X243,Hispanic,61,0.00344,61,0.754,61,0.885,293,0.666,78,0.718,0.41000000000000003
10X243_White,10X243,White,,,,,,,,,1,,
10X264_Asian,10X264,Asian,5,,5,,5,,11,,1,,
10X264_Black,10X264,Black,17,0.00469,17,0.824,17,0.882,102,0.5,27,0.593,0.355
10X264_Hispanic or Latinx,10X264,Hispanic,50,0.00501,50,0.8,50,0.86,254,0.472,58,0.69,0.29900000000000004
10X264_White,10X264,White,2,,2,,2,,,,,,
10X268_Asian,10X268,Asian,3,,3,,3,,7,,,,
10X268_Black,10X268,Black,3,,3,,3,,9,,1,,
10X268_Hispanic or Latinx,10X268,Hispanic,46,0.00277,46,0.739,46,0.783,208,0.558,63,0.27,0.462
10X268_White,10X268,White,1,,1,,1,,,,,,
10X284_Asian,10X284,Asian,2,,2,,2,,6,,,,
10X284_Black,10X284,Black,21,0.00458,21,0.905,21,0.905,81,0.543,11,,0.44700000000000006
10X284_Hispanic or Latinx,10X284,Hispanic,59,0.00382,59,0.932,59,0.983,260,0.477,62,0.645,0.55
10X284_White,10X284,White,2,,2,,2,,,,2,,
10X342_Asian,10X342,Asian,,,,,,,,,,,
10X342_Black,10X342,Black,,,,,,,,,,,
10X342_Hispanic or Latinx,10X342,Hispanic,95,0.004320000000000001,95,0.895,95,0.905,364,0.585,91,0.516,0.46299999999999997
10X342_White,10X342,White,,,,,,,,,,,
10X351_Asian,10X351,Asian,1,,1,,1,,9,,1,,
10X351_Black,10X351,Black,10,,10,,10,,65,0.123,20,0.7,
10X351_Hispanic or Latinx,10X351,Hispanic,84,0.0029,84,0.881,84,0.917,336,0.259,61,0.426,0.591
10X351_White,10X351,White,3,,3,,3,,,,,,
10X353_Asian,10X353,Asian,7,,7,,7,,24,0.667,6,,
10X353_Black,10X353,Black,22,0.005,22,0.955,22,0.955,99,0.687,27,0.667,0.45499999999999996
10X353_Hispanic or Latinx,10X353,Hispanic,99,0.00517,99,0.949,99,0.96,507,0.588,86,0.523,0.43199999999999994
10X353_White,10X353,White,1,,1,,1,,,,3,,
10X368_Asian,10X368,Asian,2,,2,,2,,10,,2,,
10X368_Black,10X368,Black,5,,5,,5,,35,0.629,12,,
10X368_Hispanic or Latinx,10X368,Hispanic,103,0.0054,103,0.961,103,0.971,485,0.736,112,0.741,0.42099999999999993
10X368_White,10X368,White,,,,,,,,,5,,
10X374_Asian,10X374,Asian,3,,3,,3,,9,,7,,
10X374_Black,10X374,Black,27,0.00486,27,0.963,27,0.963,104,0.548,19,0.632,0.477
10X374_Hispanic or Latinx,10X374,Hispanic,65,0.0048200000000000005,65,0.923,65,0.938,331,0.462,54,0.685,0.441
10X374_White,10X374,White,2,,2,,2,,,,3,,
10X433_Asian,10X433,Asian,2,,2,,2,,5,,1,,
10X433_Black,10X433,Black,13,,13,,13,,55,0.636,11,,
10X433_Hispanic or Latinx,10X433,Hispanic,63,0.0034700000000000004,63,0.794,63,0.905,295,0.681,75,0.68,0.447
10X433_White,10X433,White,1,,1,,1,,,,,,
10X434_Asian,10X434,Asian,,,,,,,3,,2,,
10X434_Black,10X434,Black,10,,10,,10,,74,0.554,22,0.864,
10X434_Hispanic or Latinx,10X434,Hispanic,54,0.00576,54,0.944,54,0.963,248,0.512,62,0.871,0.3679999999999999
10X434_White,10X434,White,1,,1,,1,,,,3,,
10X437_Asian,10X437,Asian,2,,2,,2,,12,,5,,
10X437_Black,10X437,Black,24,0.00754,24,0.958,24,0.958,96,0.76,28,0.786,0.20399999999999996
10X437_Hispanic or Latinx,10X437,Hispanic,54,0.00746,54,0.981,54,1.0,230,0.752,57,0.842,0.235
10X437_White,10X437,White,1,,1,,1,,,,5,,
10X438_Asian,10X438,Asian,,,,,,,5,,,,
10X438_Black,10X438,Black,19,0.004529999999999999,19,1.0,19,1.0,90,0.644,19,0.789,0.547
10X438_Hispanic or Latinx,10X438,Hispanic,51,0.00417,51,0.98,51,1.0,276,0.634,72,0.694,0.563
10X438_White,10X438,White,2,,2,,2,,,,4,,
10X439_Asian,10X439,Asian,1,,1,,1,,11,,3,,
10X439_Black,10X439,Black,24,0.00489,24,0.917,24,1.0,73,0.644,23,0.826,0.42800000000000005
10X439_Hispanic or Latinx,10X439,Hispanic,60,0.00513,60,0.95,60,0.967,279,0.634,52,0.615,0.43699999999999994
10X439_White,10X439,White,3,,3,,3,,,,4,,
10X440_Asian,10X440,Asian,15,0.007240000000000001,15,0.933,15,0.933,73,0.849,30,0.933,0.20899999999999996
10X440_Black,10X440,Black,86,0.00601,86,0.965,86,0.988,340,0.712,70,0.614,0.364
10X440_Hispanic or Latinx,10X440,Hispanic,172,0.005489999999999999,172,0.953,172,0.965,780,0.69,124,0.532,0.404
10X440_White,10X440,White,10,,10,,10,,,,3,,
10X442_Asian,10X442,Asian,1,,1,,1,,10,,1,,
10X442_Black,10X442,Black,23,0.00718,23,1.0,23,1.0,110,0.882,32,0.75,0.28200000000000003
10X442_Hispanic or Latinx,10X442,Hispanic,69,0.00663,69,1.0,69,1.0,276,0.862,60,0.717,0.3370000000000001
10X442_White,10X442,White,1,,1,,1,,,,3,,
10X445_Asian,10X445,Asian,442,0.0096,442,0.993,442,1.0,1781,0.901,441,0.959,0.03300000000000003
10X445_Black,10X445,Black,31,0.00936,31,1.0,31,1.0,160,0.969,37,0.946,0.06400000000000006
10X445_Hispanic or Latinx,10X445,Hispanic,72,0.00903,72,1.0,72,1.0,296,0.861,68,0.897,0.09699999999999998
10X445_White,10X445,White,172,0.00976,172,1.0,172,1.0,,,135,0.941,0.02400000000000002
10X477_Asian,10X477,Asian,17,0.007809999999999999,17,0.882,17,1.0,29,0.414,6,,0.10100000000000009
10X477_Black,10X477,Black,14,,14,,14,,51,0.686,11,,
10X477_Hispanic or Latinx,10X477,Hispanic,69,0.0058200000000000005,69,0.971,69,0.971,302,0.738,71,0.718,0.3889999999999999
10X477_White,10X477,White,4,,4,,4,,,,2,,
10X524_Asian,10X524,Asian,2,,2,,2,,6,,,,
10X524_Black,10X524,Black,2,,2,,2,,35,0.629,4,,
10X524_Hispanic or Latinx,10X524,Hispanic,69,0.00525,69,0.913,69,0.986,346,0.578,62,0.323,0.388
10X524_White,10X524,White,1,,1,,1,,,,1,,
10X546_Asian,10X546,Asian,,,,,,,,,1,,
10X546_Black,10X546,Black,17,0.0028699999999999997,17,0.647,17,0.824,67,0.343,18,0.667,0.36000000000000004
10X546_Hispanic or Latinx,10X546,Hispanic,48,0.0037,48,0.792,48,0.896,172,0.308,40,0.4,0.42200000000000004
10X546_White,10X546,White,2,,2,,2,,,,3,,
10X549_Asian,10X549,Asian,1,,1,,1,,9,,5,,
10X549_Black,10X549,Black,10,,10,,10,,66,0.576,13,,
10X549_Hispanic or Latinx,10X549,Hispanic,79,0.00456,79,0.962,79,0.962,321,0.791,78,0.603,0.506
10X549_White,10X549,White,3,,3,,3,,,,1,,
10X565_Asian,10X565,Asian,1,,1,,1,,4,,3,,
10X565_Black,10X565,Black,23,0.00507,23,0.913,23,0.913,90,0.6,18,0.778,0.406
10X565_Hispanic or Latinx,10X565,Hispanic,40,0.00428,40,0.925,40,0.95,238,0.55,52,0.635,0.49700000000000005
10X565_White,10X565,White,3,,3,,3,,,,,,
10X696_Asian,10X696,Asian,26,0.00955,26,1.0,26,1.0,86,0.86,21,1.0,0.04500000000000004
10X696_Black,10X696,Black,13,,13,,13,,32,0.938,6,,
10X696_Hispanic or Latinx,10X696,Hispanic,20,0.00941,20,1.0,20,1.0,86,0.884,18,1.0,0.05900000000000005
10X696_White,10X696,White,42,0.00977,42,1.0,42,1.0,,,34,1.0,0.02300000000000002
11X249_Asian,11X249,Asian,5,,5,,5,,18,0.778,5,,
11X249_Black,11X249,Black,42,0.00639,42,1.0,42,1.0,199,0.764,49,0.796,0.361
11X249_Hispanic or Latinx,11X249,Hispanic,25,0.00485,25,1.0,25,1.0,125,0.64,30,0.633,0.515
11X249_White,11X249,White,2,,2,,2,,,,,,
11X265_Asian,11X265,Asian,3,,3,,3,,16,0.75,2,,
11X265_Black,11X265,Black,32,0.00462,32,0.719,32,0.813,122,0.582,24,0.5,0.25699999999999995
11X265_Hispanic or Latinx,11X265,Hispanic,36,0.00433,36,0.75,36,0.833,142,0.599,20,0.3,0.317
11X265_White,11X265,White,2,,2,,2,,,,1,,
11X270_Asian,11X270,Asian,2,,2,,2,,6,,2,,
11X270_Black,11X270,Black,68,0.00424,68,0.912,68,0.971,302,0.656,54,0.426,0.48800000000000004
11X270_Hispanic or Latinx,11X270,Hispanic,25,0.00486,25,0.92,25,0.96,140,0.45,27,0.481,0.43400000000000005
11X270_White,11X270,White,1,,1,,1,,,,,,
11X275_Asian,11X275,Asian,3,,3,,3,,18,0.722,6,,
11X275_Black,11X275,Black,54,0.00499,54,0.833,54,0.889,193,0.637,26,0.538,0.33399999999999996
11X275_Hispanic or Latinx,11X275,Hispanic,60,0.0040100000000000005,60,0.733,60,0.833,265,0.626,35,0.429,0.33199999999999996
11X275_White,11X275,White,3,,3,,3,,,,5,,
11X288_Asian,11X288,Asian,20,0.0074199999999999995,20,0.95,20,1.0,90,0.778,13,,0.20799999999999996
11X288_Black,11X288,Black,39,0.005520000000000001,39,0.949,39,0.974,151,0.775,36,0.694,0.3969999999999999
11X288_Hispanic or Latinx,11X288,Hispanic,52,0.005390000000000001,52,0.923,52,0.962,220,0.677,53,0.585,0.384
11X288_White,11X288,White,24,0.0059499999999999996,24,0.958,24,0.958,,,26,0.692,0.363
11X290_Asian,11X290,Asian,2,,2,,2,,11,,1,,
11X290_Black,11X290,Black,33,0.00522,33,0.788,33,0.879,146,0.753,34,0.647,0.266
11X290_Hispanic or Latinx,11X290,Hispanic,41,0.004050000000000001,41,0.805,41,0.902,155,0.665,40,0.5,0.4
11X290_White,11X290,White,2,,2,,2,,,,3,,
11X299_Asian,11X299,Asian,18,0.00485,18,0.889,18,0.944,49,0.633,8,,0.404
11X299_Black,11X299,Black,34,0.0049499999999999995,34,0.971,34,1.0,133,0.624,29,0.931,0.476
11X299_Hispanic or Latinx,11X299,Hispanic,40,0.0028899999999999998,40,0.775,40,0.8,200,0.565,33,0.576,0.48600000000000004
11X299_White,11X299,White,14,,14,,14,,,,12,,
11X418_Asian,11X418,Asian,3,,3,,3,,16,0.75,3,,
11X418_Black,11X418,Black,29,0.00425,29,0.897,29,0.966,93,0.581,18,0.5,0.47200000000000003
11X418_Hispanic or Latinx,11X418,Hispanic,52,0.0046700000000000005,52,0.962,52,0.962,253,0.625,55,0.436,0.49499999999999994
11X418_White,11X418,White,13,,13,,13,,,,17,0.588,
11X455_Asian,11X455,Asian,19,0.0067599999999999995,19,1.0,19,1.0,57,0.842,18,0.611,0.32400000000000007
11X455_Black,11X455,Black,258,0.00439,257,0.899,257,0.961,874,0.816,218,0.495,0.46
11X455_Hispanic or Latinx,11X455,Hispanic,210,0.0040100000000000005,210,0.781,210,0.881,773,0.753,213,0.362,0.38
11X455_White,11X455,White,13,,13,,13,,,,7,,
11X508_Asian,11X508,Asian,3,,3,,3,,17,0.824,2,,
11X508_Black,11X508,Black,31,0.00366,31,0.742,31,0.839,116,0.733,31,0.548,0.376
11X508_Hispanic or Latinx,11X508,Hispanic,64,0.004050000000000001,64,0.797,64,0.922,243,0.757,44,0.477,0.392
11X508_White,11X508,White,4,,4,,4,,,,12,,
11X509_Asian,11X509,Asian,2,,2,,2,,25,0.72,10,,
11X509_Black,11X509,Black,7,,7,,7,,47,0.809,5,,
11X509_Hispanic or Latinx,11X509,Hispanic,73,0.00517,73,0.959,73,0.973,303,0.719,57,0.386,0.44199999999999995
11X509_White,11X509,White,13,,13,,13,,,,15,0.4,
11X513_Asian,11X513,Asian,1,,1,,1,,11,,7,,
11X513_Black,11X513,Black,3,,3,,3,,55,0.909,17,0.765,
11X513_Hispanic or Latinx,11X513,Hispanic,36,0.004370000000000001,36,0.917,36,0.944,231,0.693,50,0.66,0.48
11X513_White,11X513,White,4,,4,,4,,,,4,,
11X514_Asian,11X514,Asian,1,,1,,1,,7,,3,,
11X514_Black,11X514,Black,61,0.00417,61,0.967,61,1.0,242,0.814,51,0.549,0.5499999999999999
11X514_Hispanic or Latinx,11X514,Hispanic,34,0.004,34,0.971,34,0.971,160,0.763,31,0.516,0.571
11X514_White,11X514,White,1,,1,,1,,,,2,,
11X542_Asian,11X542,Asian,4,,4,,4,,24,0.708,4,,
11X542_Black,11X542,Black,34,0.00507,34,0.971,34,1.0,171,0.778,32,0.844,0.46399999999999997
11X542_Hispanic or Latinx,11X542,Hispanic,52,0.00508,52,0.904,52,0.904,227,0.678,60,0.55,0.396
11X542_White,11X542,White,12,,12,,12,,,,12,,
11X544_Asian,11X544,Asian,2,,2,,2,,3,,,,
11X544_Black,11X544,Black,41,0.0029,41,0.951,41,0.951,137,0.526,24,0.542,0.661
11X544_Hispanic or Latinx,11X544,Hispanic,52,0.00263,52,0.769,52,0.846,154,0.416,28,0.464,0.506
11X544_White,11X544,White,2,,2,,2,,,,2,,
11X545_Asian,11X545,Asian,1,,1,,1,,6,,,,
11X545_Black,11X545,Black,44,0.00309,44,0.909,44,0.909,157,0.701,14,,0.6000000000000001
11X545_Hispanic or Latinx,11X545,Hispanic,50,0.00306,50,0.94,50,0.98,208,0.639,27,0.63,0.6339999999999999
11X545_White,11X545,White,3,,3,,3,,,,,,
12X242_Asian,12X242,Asian,2,,2,,2,,5,,4,,
12X242_Black,12X242,Black,11,,11,,11,,38,0.553,13,,
12X242_Hispanic or Latinx,12X242,Hispanic,75,0.00403,75,0.907,75,0.96,314,0.64,79,0.57,0.504
12X242_White,12X242,White,,,,,,,,,1,,
12X248_Asian,12X248,Asian,,,,,,,,,,,
12X248_Black,12X248,Black,21,0.0025,21,0.905,21,0.905,77,0.364,15,0.333,0.655
12X248_Hispanic or Latinx,12X248,Hispanic,27,0.0034000000000000002,27,0.926,27,0.926,121,0.405,20,0.35,0.5860000000000001
12X248_White,12X248,White,,,,,,,,,,,
12X251_Asian,12X251,Asian,,,,,,,4,,,,
12X251_Black,12X251,Black,24,0.00253,24,0.625,24,0.75,71,0.563,27,0.37,0.372
12X251_Hispanic or Latinx,12X251,Hispanic,51,0.00418,51,0.902,51,0.961,196,0.653,43,0.302,0.48400000000000004
12X251_White,12X251,White,1,,1,,1,,,,1,,
12X267_Asian,12X267,Asian,1,,1,,1,,2,,,,
12X267_Black,12X267,Black,8,,8,,8,,54,0.5,13,,
12X267_Hispanic or Latinx,12X267,Hispanic,64,0.00603,64,0.969,64,0.984,246,0.508,58,0.638,0.366
12X267_White,12X267,White,,,,,,,,,2,,
12X271_Asian,12X271,Asian,2,,2,,2,,6,,2,,
12X271_Black,12X271,Black,24,0.00331,24,0.792,24,0.833,98,0.551,24,0.667,0.461
12X271_Hispanic or Latinx,12X271,Hispanic,61,0.004079999999999999,61,0.885,61,0.918,303,0.571,68,0.412,0.47700000000000004
12X271_White,12X271,White,2,,2,,2,,,,2,,
12X388_Asian,12X388,Asian,,,,,,,,,,,
12X388_Black,12X388,Black,,,,,,,,,,,
12X388_Hispanic or Latinx,12X388,Hispanic,48,0.00435,48,0.875,48,0.917,389,0.596,62,0.355,0.44
12X388_White,12X388,White,1,,1,,1,,,,,,
12X478_Asian,12X478,Asian,,,,,,,3,,2,,
12X478_Black,12X478,Black,17,0.00475,17,0.882,17,0.941,58,0.345,14,,0.40700000000000003
12X478_Hispanic or Latinx,12X478,Hispanic,52,0.0040999999999999995,52,0.827,52,0.923,246,0.524,58,0.776,0.417
12X478_White,12X478,White,,,,,,,,,,,
12X479_Asian,12X479,Asian,2,,2,,2,,5,,,,
12X479_Black,12X479,Black,16,0.0034700000000000004,16,0.5,16,0.625,65,0.262,20,0.45,0.15299999999999997
12X479_Hispanic or Latinx,12X479,Hispanic,24,0.00373,24,0.542,24,0.792,88,0.318,28,0.357,0.16900000000000004
12X479_White,12X479,White,,,,,,,,,1,,
12X511_Asian,12X511,Asian,,,,,,,3,,1,,
12X511_Black,12X511,Black,25,0.00365,25,0.84,25,0.84,94,0.479,27,0.63,0.475
12X511_Hispanic or Latinx,12X511,Hispanic,47,0.00382,47,0.851,47,0.872,187,0.465,37,0.541,0.469
12X511_White,12X511,White,,,,,,,,,,,
12X521_Asian,12X521,Asian,2,,2,,2,,8,,2,,
12X521_Black,12X521,Black,18,0.00308,18,0.778,18,0.889,85,0.529,25,0.4,0.47000000000000003
12X521_Hispanic or Latinx,12X521,Hispanic,63,0.00345,63,0.825,63,0.905,295,0.631,76,0.316,0.48
12X521_White,12X521,White,3,,3,,3,,,,2,,
12X550_Asian,12X550,Asian,2,,2,,2,,16,0.688,2,,
12X550_Black,12X550,Black,5,,5,,5,,34,0.824,2,,
12X550_Hispanic or Latinx,12X550,Hispanic,79,0.00406,79,0.81,79,0.911,362,0.655,85,0.388,0.404
12X550_White,12X550,White,,,,,,,,,,,
12X641_Asian,12X641,Asian,2,,2,,2,,30,0.833,,,
12X641_Black,12X641,Black,9,,9,,9,,85,0.835,,,
12X641_Hispanic or Latinx,12X641,Hispanic,8,,8,,8,,115,0.783,,,
12X641_White,12X641,White,2,,2,,2,,,,,,
12X682_Asian,12X682,Asian,4,,4,,4,,5,,2,,
12X682_Black,12X682,Black,33,0.00402,33,0.848,33,0.879,107,0.364,28,0.607,0.44599999999999995
12X682_Hispanic or Latinx,12X682,Hispanic,81,0.004079999999999999,81,0.938,81,0.975,313,0.351,79,0.608,0.53
12X682_White,12X682,White,2,,2,,2,,,,,,
12X684_Asian,12X684,Asian,,,,,,,1,,1,,
12X684_Black,12X684,Black,24,0.00312,24,0.75,24,0.833,107,0.402,28,0.286,0.438
12X684_Hispanic or Latinx,12X684,Hispanic,37,0.0033,37,0.811,37,0.811,141,0.411,26,0.346,0.48100000000000004
12X684_White,12X684,White,1,,1,,1,,,,,,
13K265_Asian,13K265,Asian,,,,,,,2,,,,
13K265_Black,13K265,Black,35,0.0032,35,0.857,35,0.943,97,0.34,29,0.448,0.5369999999999999
13K265_Hispanic or Latinx,13K265,Hispanic,9,,9,,9,,36,0.139,13,,
13K265_White,13K265,White,1,,1,,1,,,,1,,
13K350_Asian,13K350,Asian,,,,,,,,,,,
13K350_Black,13K350,Black,21,0.00548,21,1.0,21,1.0,79,0.443,19,0.474,0.45200000000000007
13K350_Hispanic or Latinx,13K350,Hispanic,7,,7,,7,,61,0.377,6,,
13K350_White,13K350,White,,,,,,,,,,,
13K412_Asian,13K412,Asian,1,,1,,1,,3,,,,
13K412_Black,13K412,Black,71,0.0042,71,0.93,71,0.944,228,0.601,72,0.611,0.51
13K412_Hispanic or Latinx,13K412,Hispanic,27,0.00477,27,0.963,27,0.963,116,0.526,30,0.633,0.48599999999999993
13K412_White,13K412,White,2,,2,,2,,,,3,,
13K419_Asian,13K419,Asian,9,,9,,9,,36,0.944,11,,
13K419_Black,13K419,Black,72,0.005410000000000001,72,0.972,72,0.986,285,0.832,80,0.813,0.43099999999999994
13K419_Hispanic or Latinx,13K419,Hispanic,26,0.00647,26,0.962,26,0.962,109,0.706,28,0.75,0.31499999999999995
13K419_White,13K419,White,4,,4,,4,,,,3,,
13K430_Asian,13K430,Asian,922,0.00969,922,0.98,922,0.99,3385,0.874,795,0.912,0.010999999999999899
13K430_Black,13K430,Black,87,0.009059999999999999,87,0.966,87,0.977,296,0.757,87,0.839,0.06000000000000005
13K430_Hispanic or Latinx,13K430,Hispanic,89,0.0091,89,0.966,89,0.989,427,0.824,104,0.817,0.05599999999999994
13K430_White,13K430,White,383,0.00971,383,0.99,383,0.99,,,284,0.852,0.019000000000000017
13K439_Asian,13K439,Asian,11,,11,,11,,47,0.702,13,,
13K439_Black,13K439,Black,11,,11,,11,,55,0.909,14,,
13K439_Hispanic or Latinx,13K439,Hispanic,61,0.00398,61,0.721,61,0.754,222,0.477,49,0.327,0.323
13K439_White,13K439,White,2,,2,,2,,,,4,,
13K483_Asian,13K483,Asian,5,,5,,5,,19,0.474,,,
13K483_Black,13K483,Black,52,0.00508,52,0.962,52,1.0,248,0.435,63,0.603,0.45399999999999996
13K483_Hispanic or Latinx,13K483,Hispanic,33,0.005560000000000001,33,0.939,33,0.97,144,0.382,37,0.703,0.3829999999999999
13K483_White,13K483,White,3,,3,,3,,,,2,,
13K527_Asian,13K527,Asian,6,,6,,6,,43,0.465,7,,
13K527_Black,13K527,Black,27,0.005699999999999999,27,1.0,27,1.0,131,0.588,57,0.772,0.43000000000000005
13K527_Hispanic or Latinx,13K527,Hispanic,12,,12,,12,,41,0.488,13,,
13K527_White,13K527,White,7,,7,,7,,,,8,,
13K594_Asian,13K594,Asian,2,,2,,2,,6,,,,
13K594_Black,13K594,Black,46,0.00505,46,0.891,46,0.957,161,0.416,29,0.517,0.386
13K594_Hispanic or Latinx,13K594,Hispanic,17,0.00542,17,0.882,17,0.882,53,0.17,13,,0.33999999999999997
13K594_White,13K594,White,5,,5,,5,,,,1,,
13K595_Asian,13K595,Asian,9,,9,,9,,21,0.857,4,,
13K595_Black,13K595,Black,57,0.0067,57,0.982,57,1.0,232,0.728,74,0.838,0.31199999999999994
13K595_Hispanic or Latinx,13K595,Hispanic,11,,11,,11,,60,0.567,4,,
13K595_White,13K595,White,6,,6,,6,,,,3,,
13K605_Asian,13K605,Asian,5,,5,,5,,25,0.72,5,,
13K605_Black,13K605,Black,62,0.00433,62,0.968,62,0.984,334,0.647,79,0.456,0.5349999999999999
13K605_Hispanic or Latinx,13K605,Hispanic,36,0.00433,36,0.944,36,0.972,185,0.589,34,0.471,0.5109999999999999
13K605_White,13K605,White,5,,5,,5,,,,3,,
13K670_Asian,13K670,Asian,3,,3,,3,,11,,2,,
13K670_Black,13K670,Black,95,0.0069,95,1.0,95,1.0,661,0.487,131,0.695,0.31000000000000005
13K670_Hispanic or Latinx,13K670,Hispanic,20,0.007170000000000001,20,1.0,20,1.0,133,0.564,34,0.618,0.2829999999999999
13K670_White,13K670,White,5,,5,,5,,,,3,,
13K674_Asian,13K674,Asian,7,,7,,7,,36,0.583,8,,
13K674_Black,13K674,Black,57,0.00458,57,0.93,57,0.982,272,0.581,65,0.692,0.4720000000000001
13K674_Hispanic or Latinx,13K674,Hispanic,17,0.00575,17,1.0,17,1.0,116,0.698,27,0.407,0.42500000000000004
13K674_White,13K674,White,3,,3,,3,,,,4,,
13K963_Asian,13K963,Asian,,,,,,,8,,,,
13K963_Black,13K963,Black,,,,,,,78,0.756,,,
13K963_Hispanic or Latinx,13K963,Hispanic,,,,,,,49,0.673,,,
13K963_White,13K963,White,,,,,,,,,,,
14K071_Asian,14K071,Asian,,,,,,,,,,,
14K071_Black,14K071,Black,19,0.00365,19,0.842,19,0.842,84,0.512,17,0.647,0.477
14K071_Hispanic or Latinx,14K071,Hispanic,45,0.00385,45,0.822,45,0.867,258,0.473,51,0.49,0.43699999999999994
14K071_White,14K071,White,2,,2,,2,,,,2,,
14K449_Asian,14K449,Asian,97,0.00924,97,1.0,97,1.0,368,0.793,97,0.928,0.07599999999999996
14K449_Black,14K449,Black,20,0.009000000000000001,20,1.0,20,1.0,77,0.753,26,0.769,0.09999999999999998
14K449_Hispanic or Latinx,14K449,Hispanic,20,0.00911,20,1.0,20,1.0,83,0.651,22,0.955,0.08900000000000008
14K449_White,14K449,White,37,0.00937,37,0.973,37,0.973,,,24,0.792,0.03599999999999992
14K454_Asian,14K454,Asian,3,,3,,3,,11,,3,,
14K454_Black,14K454,Black,26,0.005770000000000001,26,1.0,26,1.0,110,0.573,30,0.767,0.42299999999999993
14K454_Hispanic or Latinx,14K454,Hispanic,64,0.00588,64,0.891,64,0.922,277,0.596,59,0.61,0.30300000000000005
14K454_White,14K454,White,4,,4,,4,,,,1,,
14K474_Asian,14K474,Asian,1,,1,,1,,2,,,,
14K474_Black,14K474,Black,20,0.0038,20,0.95,20,0.95,76,0.645,27,0.333,0.57
14K474_Hispanic or Latinx,14K474,Hispanic,72,0.0035399999999999997,72,0.792,72,0.847,360,0.725,68,0.309,0.43800000000000006
14K474_White,14K474,White,2,,2,,2,,,,3,,
14K477_Asian,14K477,Asian,,,,,,,4,,1,,
14K477_Black,14K477,Black,11,,11,,11,,71,0.465,19,0.737,
14K477_Hispanic or Latinx,14K477,Hispanic,139,0.0033,139,0.827,139,0.835,409,0.567,91,0.396,0.49699999999999994
14K477_White,14K477,White,6,,6,,6,,,,5,,
14K478_Asian,14K478,Asian,5,,5,,5,,19,0.579,12,,
14K478_Black,14K478,Black,22,0.0036700000000000005,22,0.909,22,1.0,105,0.543,33,0.515,0.542
14K478_Hispanic or Latinx,14K478,Hispanic,94,0.0040100000000000005,94,0.819,94,0.883,396,0.677,81,0.444,0.4179999999999999
14K478_White,14K478,White,6,,6,,6,,,,3,,
14K488_Asian,14K488,Asian,4,,4,,4,,8,,,,
14K488_Black,14K488,Black,56,0.005660000000000001,56,1.0,56,1.0,248,0.718,52,0.846,0.43399999999999994
14K488_Hispanic or Latinx,14K488,Hispanic,59,0.00515,59,0.949,59,0.983,337,0.757,75,0.693,0.43399999999999994
14K488_White,14K488,White,,,,,,,,,1,,
14K558_Asian,14K558,Asian,4,,4,,4,,20,0.85,3,,
14K558_Black,14K558,Black,32,0.005379999999999999,32,0.969,32,1.0,163,0.718,50,0.62,0.43100000000000005
14K558_Hispanic or Latinx,14K558,Hispanic,90,0.005,90,0.956,90,0.989,410,0.732,72,0.736,0.45599999999999996
14K558_White,14K558,White,10,,10,,10,,,,9,,
14K561_Asian,14K561,Asian,9,,9,,9,,18,0.778,5,,
14K561_Black,14K561,Black,27,0.00489,27,0.963,27,0.963,122,0.369,34,0.794,0.474
14K561_Hispanic or Latinx,14K561,Hispanic,108,0.00565,108,0.944,108,0.944,482,0.566,112,0.795,0.379
14K561_White,14K561,White,10,,10,,10,,,,9,,
14K586_Asian,14K586,Asian,,,,,,,,,1,,
